created_time,sentiment_score,sentiment_category,textblob_polarity,vader_compound,financial_positive,financial_negative
2010-05-23 20:00:00,,neutral,,,,
2010-05-24 00:00:00,,neutral,,,,
2010-05-24 04:00:00,,neutral,,,,
2010-05-24 08:00:00,,neutral,,,,
2010-05-24 12:00:00,,neutral,,,,
2010-05-24 16:00:00,,neutral,,,,
2010-05-24 20:00:00,,neutral,,,,
2010-05-25 00:00:00,,neutral,,,,
2010-05-25 04:00:00,,neutral,,,,
2010-05-25 08:00:00,,neutral,,,,
2010-05-25 12:00:00,,neutral,,,,
2010-05-25 16:00:00,,neutral,,,,
2010-05-25 20:00:00,,neutral,,,,
2010-05-26 00:00:00,,neutral,,,,
2010-05-26 04:00:00,,neutral,,,,
2010-05-26 08:00:00,,neutral,,,,
2010-05-26 12:00:00,,neutral,,,,
2010-05-26 16:00:00,,neutral,,,,
2010-05-26 20:00:00,,neutral,,,,
2010-05-27 00:00:00,,neutral,,,,
2010-05-27 04:00:00,,neutral,,,,
